dataset_module,dataset_variant,logical_operator,n_noise_features,model,seed,n_samples,n_relevant_features,n_features,train_samples,test_samples,positive_rate,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,fit_seconds,prediction_seconds,total_seconds,log_loss,roc_auc,status,error
logical_dataset,L3,XOR,8,tabpfn_v2,0,1000,4,12,750,250,0.495,0.544,0.5428827444956477,0.5465277777777777,0.5428827444956477,0.5343441605123848,0.5804005999816582,57.758131799986586,58.33853239996824,0.6909888657756028,0.5536354326676908,success,nan
logical_dataset,L3,XOR,8,tabpfn_v3,0,1000,4,12,750,250,0.495,0.5,0.4987839221710189,0.4986601791128975,0.4987839221710189,0.4875284934157661,7.917227400001138,32.47163849999197,40.38886589999311,0.6931362143686547,0.5224654377880185,success,nan
logical_dataset,L3,XOR,8,catboost,1,1000,4,12,750,250,0.477,0.544,0.5414074026557187,0.5418368008296066,0.5414074026557187,0.5410628019323671,3.5248660999932326,0.0204268000088632,3.545292900002096,0.7190185786267064,0.5723266405798961,success,nan
logical_dataset,L3,XOR,8,realmlp,1,1000,4,12,750,250,0.477,0.528,0.5184424915004169,0.5219047619047619,0.5184424915004169,0.5030658311434539,16.453513699991163,0.1224808000260964,16.57599450001726,0.6861434237770313,0.5754698826095324,success,nan
logical_dataset,L3,XOR,8,tabicl_v2,1,1000,4,12,750,250,0.477,0.496,0.4944512156007441,0.4944412312833365,0.4944512156007441,0.4944144838212634,1.1897245000000112,17.88017099996796,19.06989549996797,0.6939754258505152,0.5435884277375072,success,nan
logical_dataset,L3,XOR,8,limix,1,1000,4,12,750,250,0.477,0.524,0.5177047918404003,0.5189873417721519,0.5177047918404003,0.5121271257318093,0.0002895999932661,11.654586700024083,11.65487630001735,0.6860080378235264,0.5598178202578741,success,nan
logical_dataset,L3,XOR,8,tabpfn_v2,1,1000,4,12,750,250,0.477,0.556,0.5490089165437168,0.5535914702581369,0.5490089165437168,0.5424642627491715,0.5226174000417814,62.31447260000277,62.83709000004456,0.6839080483155535,0.5761113605747643,success,nan
logical_dataset,L3,XOR,8,tabpfn_v3,1,1000,4,12,750,250,0.477,0.544,0.5321701199563795,0.5425685425685425,0.5321701199563795,0.5075679037943188,2.0262126000016,31.789323700009845,33.815536300011445,0.6851812938243238,0.5742510744755916,success,nan
logical_dataset,L3,XOR,8,catboost,2,1000,4,12,750,250,0.497,0.596,0.5961981566820276,0.5964141381743537,0.5961981566820276,0.5958383353341337,3.4921499000047334,0.0050236000097356,3.497173500014469,0.6901138563806859,0.6290962621607784,success,nan
logical_dataset,L3,XOR,8,realmlp,2,1000,4,12,750,250,0.497,0.544,0.5426267281105991,0.5483449477351916,0.5426267281105991,0.5294234198533783,15.436884000024293,0.0968666999833658,15.533750700007658,0.6948682689783696,0.5471710189452126,success,nan
logical_dataset,L3,XOR,8,tabicl_v2,2,1000,4,12,750,250,0.497,0.512,0.5124167946748592,0.5125517598343685,0.5124167946748592,0.5108730515106806,0.9579974000225776,19.017185600008816,19.975183000031397,0.693210599526388,0.5250256016385048,success,nan
logical_dataset,L3,XOR,8,limix,2,1000,4,12,750,250,0.497,0.528,0.52784178187404,0.5278846153846154,0.52784178187404,0.5277279713114754,0.0001652999781072,11.170947499980684,11.171112799958792,0.692941916616164,0.5209933435739886,success,nan
logical_dataset,L3,XOR,8,tabpfn_v2,2,1000,4,12,750,250,0.497,0.54,0.5380184331797235,0.5504201680672269,0.5380184331797235,0.5088072986964173,0.7475799000239931,55.89483130001463,56.64241120003862,0.6929140877507566,0.5232974910394266,success,nan
